datetime,machineID,volt,rotate,pressure,vibration,age,Failure
2015-02-28 18:00:00,17,164.503411698274,388.39423198892,111.46363820029,36.9739350760906,14,0
2015-09-06 11:00:00,15,177.747381504364,496.25532043028,96.8184640883515,31.8788418349774,14,0
2015-01-11 14:00:00,4,158.892193113345,444.399719014513,96.3380380078903,39.278324550463,7,0
2015-03-10 06:00:00,13,167.079016632078,397.792698081833,111.394099239588,39.7004761531938,15,0
2015-11-15 09:00:00,41,152.664175775284,423.415706210642,110.512411321291,36.8829692215142,9,0
2015-03-24 07:00:00,53,152.425846581736,445.350894422069,101.913909474381,40.642609730834,5,0
2015-03-07 06:00:00,78,200.99240294905,506.651079389954,109.82618725834,42.4163132726387,19,1
2015-03-11 10:00:00,31,164.515843925039,428.404173448378,80.2750529435005,41.6375568144423,11,0
2015-06-27 22:00:00,42,181.760503413675,436.071641343881,109.175789062232,31.0632367499128,7,0
2015-10-19 11:00:00,47,181.999080730113,373.715780408815,86.225658153583,38.4005932040592,6,0
2015-03-11 17:00:00,65,207.021735008797,458.660813268644,118.479275918206,45.7248349855714,15,0
2015-01-24 06:00:00,78,171.536237464249,425.842389254868,98.9041243473409,48.444620644845,19,0
2015-05-15 03:00:00,66,152.227015548265,470.182006323685,88.8209190936599,36.7755003627264,6,0
2015-11-18 06:00:00,31,199.44167802073,512.560862954465,140.556321648707,35.0839731933207,11,1
2015-02-22 20:00:00,90,163.659881689908,456.811263734719,96.8035536259238,25.6487779243726,2,0
2015-05-24 03:00:00,61,174.140258286865,419.547942863884,99.2841591215182,45.7597450028927,2,0
2015-07-03 09:00:00,73,173.083957866066,416.708953477401,106.011509609315,39.9143656794194,20,0
2015-01-06 06:00:00,35,176.716457386881,489.185789924929,90.6629164075888,54.7769750235054,17,1
2015-04-06 00:00:00,49,164.384936202279,421.003261527639,108.492001691968,37.0062319277091,15,0
2015-02-13 08:00:00,23,170.318129943322,529.014246753148,109.160635342434,36.4325821593568,17,0
2015-02-27 13:00:00,40,145.67987797112,494.817844548764,97.4687893113385,25.7854774817525,4,0
2015-11-02 06:00:00,43,230.562502549445,510.815296790776,108.425331953015,41.8618651228545,14,1
2015-12-21 04:00:00,93,157.077520680997,494.862911465665,85.952409608506,41.2254022862369,18,0
2015-01-14 11:00:00,90,173.275896903603,409.007598630383,107.241389882963,38.2135699486636,2,0
2015-11-13 20:00:00,70,159.612214826588,418.10593056933,102.168720142191,37.1386630817064,9,0
2015-10-20 10:00:00,29,153.081829266861,556.832379240768,89.0247539127714,32.9560940028543,3,0
2015-03-31 18:00:00,6,187.878521486526,432.926405816554,96.841807006889,35.657132134003,7,0
2015-08-31 05:00:00,51,168.099527675178,470.128714384457,98.4949068584782,36.299214344324,19,0
2015-05-18 17:00:00,7,138.973261804578,442.897795751553,98.5734066432914,44.3573232168416,20,0
2015-07-10 13:00:00,47,175.328104235291,460.278260065243,113.492293346518,38.4908328600314,6,0
2015-01-02 20:00:00,66,175.62827742296,420.825580978604,100.735887819202,47.9400030448371,6,0
2015-03-19 14:00:00,68,190.317217472394,413.489143616209,89.1790173879964,35.0024463270547,10,0
2015-06-13 16:00:00,12,194.007181352005,433.1473444255,90.9299110575723,35.8173482488807,9,0
2015-07-09 15:00:00,42,157.87860142292,465.2456823789,94.588789864873,44.5717151501705,7,0
2015-10-29 21:00:00,3,152.864040811019,438.198522600738,110.308048907592,30.226119658089,8,0
2015-02-09 02:00:00,73,160.22182772554,505.437599585475,105.205036559423,38.5736010871975,20,0
2015-08-20 18:00:00,20,168.429146367234,365.289312451985,109.218468214183,34.1428656882063,16,0
2015-08-19 04:00:00,94,180.236935878727,393.485878456253,100.7959427796,37.7019107624136,18,0
2015-10-21 13:00:00,96,154.552557026265,519.543322411818,106.780857803497,43.6823314340608,10,0
2015-02-18 06:00:00,66,179.298922527261,541.99047850332,104.763639553645,46.0105144164009,6,1
2015-08-28 01:00:00,62,181.949312012798,481.003160787328,116.043234176919,44.871590289849,20,0
2015-10-17 16:00:00,3,181.114288914544,498.35394054314,88.4366093041463,44.1425404618563,8,0
2015-05-06 15:00:00,18,153.161174481089,512.159751050451,100.655774094985,37.3296082882446,15,0
2015-08-18 11:00:00,92,155.535748008661,403.1191678916,106.814571628981,43.9641638484109,2,0
2015-08-22 12:00:00,53,202.512212086829,424.472224300402,85.3190810093439,48.9211254390943,5,0
2015-08-24 20:00:00,34,151.729162282552,548.626033021433,75.3727233428825,39.9195362013409,10,0
2015-06-26 07:00:00,88,169.347214008038,437.540502259989,116.586731195686,46.0869157830857,14,0
2015-05-28 06:00:00,62,169.799604140787,410.568501571438,118.012382045027,49.284491306107,20,1
2015-03-03 15:00:00,54,172.799060154619,425.937195050357,94.0719087525884,42.6856818518958,10,0
2015-08-23 02:00:00,88,176.252159149522,511.449776245782,107.082112793004,43.5255297698527,14,0
2015-02-27 08:00:00,85,180.954382034707,377.470917266245,102.346369740263,34.392660657841,16,0
2015-12-15 03:00:00,69,199.047295547883,391.87994190403,96.0870350496881,36.5143453690684,19,0
2015-05-06 06:00:00,42,219.578812235337,424.375101051238,102.245874527324,37.7081221027834,7,1
2015-06-08 18:00:00,67,174.794196263393,454.256146113927,93.9956883310302,42.5999189679901,14,0
2015-05-06 14:00:00,81,168.861453073125,424.8187624071,91.5823711496755,46.9458774539161,1,0
2015-02-16 07:00:00,28,168.828218775682,444.018404764681,94.4663802717144,32.4806364306618,1,0
2015-06-25 02:00:00,67,163.82250437772,501.390046741246,105.234898907066,40.8155470034451,14,0
2015-08-21 06:00:00,89,187.873797825269,316.147571136788,94.2449799966909,31.0274790404604,17,1
2015-01-10 19:00:00,63,150.436339843451,434.396333834986,92.0408171707301,37.7959024007636,14,0
2015-10-28 23:00:00,64,172.65622924778,436.698735826412,89.6878102936752,36.222642262396,20,0
2015-10-19 04:00:00,40,182.26632875733,455.932267456729,91.6955738191363,36.8582444435254,4,0
2015-08-19 19:00:00,22,183.720890118084,382.953624716154,138.756290829852,36.5931687505105,14,0
2015-12-17 06:00:00,65,165.918562574264,467.198555741886,102.81091772315,46.9655140630132,15,0
2015-03-10 22:00:00,6,190.180944608615,451.968246669508,91.0499187197756,47.4979822802816,7,0
2015-03-18 12:00:00,73,198.176376135371,431.363166528589,86.7800328998304,39.4425264077643,20,0
2015-06-14 23:00:00,96,167.018062936891,405.504146466011,91.5910004067512,58.0404774498687,10,0
2015-02-15 16:00:00,74,167.248722461572,487.200824261359,89.9230028487894,37.936772797619,4,0
2015-09-11 04:00:00,73,186.084275327108,434.927377042782,77.5830828776806,45.1735873914499,20,0
2015-03-13 04:00:00,5,145.744154140913,478.512080845912,109.536995180111,36.6875880865708,2,0
2015-03-29 06:00:00,82,176.307575239997,438.198201143669,89.639754151818,45.9337859858437,11,1
2015-10-30 09:00:00,74,177.43564052335,507.813382064784,97.4553720136069,47.2313675697505,4,0
2015-05-01 00:00:00,71,170.764309873076,365.517634696726,96.5837449209996,37.9413989880359,18,0
2015-05-28 21:00:00,16,191.846186745507,383.385287678184,100.70124012556,46.6992629036853,3,0
2015-12-18 14:00:00,10,140.391561077688,496.60453880176,114.200965728087,19.4510674189879,10,0
2015-08-04 08:00:00,21,168.489090798828,261.835915571376,92.3039789131345,65.2461808615538,14,0
2015-11-04 13:00:00,10,184.312686573009,361.858290374114,96.8656364658802,42.3819867639225,10,0
2015-08-17 06:00:00,25,155.225938280472,379.54204942575,106.530789008711,49.9376235994853,16,1
2015-08-20 10:00:00,17,165.781567559359,488.108569846119,122.725254046898,39.9855189572099,14,0
2015-07-20 07:00:00,28,180.552878623407,481.587770268029,92.3117616745961,40.159723657698,1,0
2015-08-23 16:00:00,72,211.792109677298,410.27236721563,105.530088369381,39.2541386130582,2,0
2015-10-15 22:00:00,96,174.31367211,513.40129993549,101.740002306306,43.6024965693124,10,0
2015-12-09 22:00:00,4,172.020751995219,427.978987882224,122.011250408966,42.5987414296848,7,0
2015-12-31 07:00:00,98,192.976813686141,465.695708943095,109.376709958658,39.5683073341696,20,0
2015-03-17 06:00:00,86,167.017810805907,419.806686893155,109.678694602373,37.3028879316601,2,0
2015-12-11 14:00:00,33,160.702598832818,491.531446148296,96.6815513369678,40.87400937755,14,0
2015-01-03 18:00:00,1,157.289748903056,416.035004146499,93.1069855553634,48.4143591152758,18,0
2015-07-03 00:00:00,91,164.677965764291,388.530596345624,98.5494536571921,57.5901605566378,17,0
2015-06-28 01:00:00,25,161.753688307267,482.150884185515,83.5655533498819,44.9773955903515,16,0
2015-04-01 19:00:00,93,177.508289389263,394.185674798604,98.6269049865132,43.6314089297488,18,0
2015-01-15 23:00:00,13,191.380923311639,425.754087374927,93.0796196158453,42.446724228435,15,0
2015-09-28 02:00:00,97,182.129982076639,429.923204674964,100.872752348988,35.3468899701289,14,0
2015-03-13 07:00:00,93,176.247737671928,549.046055145231,86.1492905477861,43.2394636737908,18,0
2015-02-28 23:00:00,84,159.764088398309,516.027804333731,97.1780769820782,27.9375868814587,9,0
2015-03-13 06:00:00,87,167.732834451193,413.745816796319,140.686147051015,46.7790486390471,12,1
2015-03-19 23:00:00,28,155.621541615805,464.411684977564,95.1023174246256,37.3737451185842,1,0
2015-06-23 03:00:00,23,156.89797108876,422.585650099745,98.5337066919581,34.2266198582531,17,0
2015-12-17 11:00:00,26,203.368642235808,431.253255830603,86.4489037374072,38.3952035747413,3,0
2015-06-21 02:00:00,95,172.177893942105,433.932066298623,104.963864311297,32.8273938369944,18,0
2015-02-24 18:00:00,70,169.100079570774,453.751130805742,93.6882157539697,37.3587323213587,9,0
2015-06-06 18:00:00,96,176.300928890206,475.561481201504,92.072821995777,49.2738730343687,10,0
2015-08-18 11:00:00,31,172.979675219536,489.824672437191,110.181865114508,42.5050777866258,11,0
2015-09-18 23:00:00,73,147.505708985699,531.284949016608,101.993463151582,31.4510746248155,20,0
2015-09-01 04:00:00,82,183.832571107759,534.258373617574,104.964149562816,36.3097615926617,11,0
2015-04-29 05:00:00,12,155.776557872075,458.255629768076,91.0304952081902,33.2618429325066,9,0
2015-01-16 18:00:00,76,175.248555523757,464.382349208729,141.458023177213,45.7314685382669,10,0
2015-10-15 00:00:00,66,203.764166123775,492.679083632649,97.2270674430191,43.8911879242151,6,0
2015-05-30 05:00:00,36,163.186510175146,419.075513880248,89.874753770035,45.877266931419,5,0
2015-11-17 15:00:00,32,170.721636154384,501.427870620749,98.7823234061609,47.0324005613183,15,0
2015-11-01 06:00:00,15,180.976427219325,401.045407810301,97.4817323023381,53.12817745525,14,1
2015-02-24 23:00:00,57,161.836521738648,422.002719686671,101.265964540945,37.2939819312745,10,0
2015-03-24 18:00:00,43,200.942177098354,501.833887673376,101.445219252502,47.0984889154456,14,0
2015-03-06 09:00:00,91,181.931987852681,441.935212517684,83.0796620777427,47.9287955310753,17,0
2015-06-03 06:00:00,25,200.968105535154,354.200915975526,94.1899117413202,37.8236981610945,16,1
2015-02-02 08:00:00,58,161.001789869869,485.397077750852,122.484524369202,42.5603689971241,5,0
2015-01-20 14:00:00,62,170.511115359428,416.674655594675,92.2993719928227,45.9483933697796,20,0
2015-05-28 13:00:00,7,163.34913942254,468.732995519321,110.717667041456,46.0795724146824,20,0
2015-11-19 06:00:00,94,157.924841926427,417.129547698655,139.750755367222,45.6816195704851,18,1
2015-04-08 13:00:00,50,189.902491542881,500.273221470821,86.3794747415272,34.8703762534321,4,0
2015-02-28 11:00:00,61,158.679722217795,447.41398708642,95.6609284561087,35.8231481763895,2,0
2015-08-30 06:00:00,73,185.743048329544,465.659852166692,135.069363346072,43.813223944333,20,1
2015-10-16 06:00:00,28,154.789053196561,444.521023015702,108.485823424315,41.8443792327154,1,0
2015-02-20 00:00:00,6,161.964637122409,451.353518811562,90.9299679238891,49.4873451874938,7,0
2015-11-18 06:00:00,48,152.287158285518,430.891060115252,114.763128638405,33.5378697253938,10,0
2015-09-18 06:00:00,35,173.52497773207,509.311306421917,105.425258964018,46.8938601720455,17,1
2015-03-29 13:00:00,10,136.926252549332,405.733253202807,113.361963076144,39.4267036420904,10,0
2015-10-09 10:00:00,65,156.82213069415,520.185871505177,106.630011644249,43.275785215971,15,0
2015-11-12 00:00:00,65,174.605367423968,441.818217723779,122.318860321772,35.2947390302959,15,0
2015-05-09 04:00:00,82,179.958972444135,415.870190824014,88.8399308882653,48.5140275830498,11,0
2015-06-07 17:00:00,1,209.720512796412,475.836248833499,100.000336013398,45.2494579970748,18,0
2015-10-25 22:00:00,80,158.070681241726,375.757245993431,91.3605678906664,38.9624387778809,6,0
2015-02-28 02:00:00,23,137.727565851662,494.091357405035,97.5372667866317,40.963088176841,17,0
2015-03-05 08:00:00,90,184.450104526519,488.599261345349,114.151018881329,44.0544702567738,2,0
2015-03-09 09:00:00,25,173.568479475913,431.215515389542,99.6187750455081,42.4687603671401,16,0
2015-10-28 06:00:00,17,157.667579500718,485.989260823117,136.728461911109,56.4690316589251,14,1
2015-09-07 12:00:00,70,154.436463112878,358.856598489266,95.4540012970207,41.907932640335,9,0
2015-01-19 23:00:00,88,173.595160733049,425.767571929817,106.298305481583,40.5410385596681,14,0
2015-04-02 06:00:00,91,161.944021509631,398.973211773616,95.4314675691705,50.7940103012491,17,1
2015-01-03 08:00:00,14,191.021947613997,481.87869673334,98.3559187033934,33.0721916424008,1,0
2015-02-13 16:00:00,39,175.56982532693,395.196185548631,97.3050201431412,34.0893585170429,0,0
2015-11-20 06:00:00,5,226.420623851432,474.241388580299,102.176490650822,44.7391599741576,2,1
2015-11-23 02:00:00,14,149.306740861397,466.896453470002,103.277308330799,43.1768503311336,1,0
2015-03-20 06:00:00,20,158.642867812414,435.620792016675,88.2077249709318,36.2062641098311,16,1
2015-06-28 17:00:00,33,171.660109106719,376.82120881386,102.723810050252,40.4213239128442,14,0
2015-05-08 03:00:00,62,184.947561825568,397.663814994121,93.3960212309646,48.8094500984086,20,0
2015-06-03 12:00:00,16,183.448176213585,505.084469183802,101.113451486254,39.3456513920572,3,0
2015-07-16 06:00:00,14,156.360283969913,432.348176949642,100.694829809479,37.0970389751275,1,0
2015-07-20 06:00:00,78,174.113427456959,416.88278593659,106.199173828237,48.7803418537647,19,1
2015-02-09 20:00:00,39,166.705554734266,518.510243651643,97.7111270065134,40.2320867706323,0,0
2015-02-13 16:00:00,94,204.746733770311,451.522612445435,87.7614220792262,31.979828773468,18,0
2015-10-19 07:00:00,1,196.319979278394,479.375449963373,117.720014423304,34.6390169321618,18,0
2015-04-01 06:00:00,39,158.872539272513,362.038602473975,88.8643987406873,39.5183760033752,0,1
2015-11-27 06:00:00,17,182.200482196758,432.586862025797,97.6824824397957,39.1832987784492,14,1
2015-07-09 14:00:00,54,160.003184176376,473.933386922762,107.069173892344,46.6681837667531,10,0
2015-05-03 10:00:00,78,184.441602182026,520.951810532946,112.653897624936,48.8692028410387,19,0
2015-12-21 08:00:00,100,164.499296439466,399.240760012503,99.5635995553913,42.4449243395713,5,0
2015-05-11 17:00:00,85,189.797529344852,446.027211414505,109.221123038411,40.6259263330289,16,0
2015-10-19 08:00:00,72,181.880867422191,400.428983494952,88.0118488892901,31.2050022474366,2,0
2015-08-22 01:00:00,48,158.931370046719,425.887330202889,90.4716859051381,39.9864063173321,10,0
2015-11-17 20:00:00,49,183.606127619147,436.722704318226,106.284502782712,35.7954244349592,15,0
2015-01-18 10:00:00,74,183.140945986918,560.668768092785,99.9429738562273,46.4111160987463,4,0
2015-06-08 02:00:00,95,139.601902076185,428.714376745588,91.6840569332652,40.9393438226127,18,0
2015-07-12 18:00:00,66,193.182900462312,454.806207120688,86.6792458004956,44.823962289011,6,0
2015-01-30 06:00:00,98,174.349852154471,376.683444398377,121.041940687612,31.5227132661145,20,1
2015-06-30 21:00:00,37,172.665712141888,433.154366087395,101.7457143311,46.3992801131472,16,0
2015-10-21 12:00:00,23,171.15601161699,467.266230888921,86.9820851943934,38.5840912957926,17,0
2015-08-21 06:00:00,89,187.873797825269,316.147571136788,94.2449799966909,31.0274790404604,17,1
2015-08-14 09:00:00,47,155.040130647596,459.456913756247,101.573836868944,42.6172869302019,6,0
2015-02-20 06:00:00,22,173.13854840869,426.495089626156,99.0768363850049,38.2217570743915,14,0
2015-12-08 19:00:00,37,173.23927581378,541.667374799851,94.3749116590103,38.8918362842545,16,0
2015-12-11 15:00:00,84,185.55595346542,515.770538596431,114.857125279219,27.8757964486438,9,0
2015-05-10 19:00:00,6,160.124165481498,511.208620971701,116.227335763163,32.8234749299077,7,0
2015-03-15 05:00:00,65,161.675002211768,442.416215095935,93.589318265076,31.1949208824734,15,0
2015-07-28 08:00:00,31,184.483643437901,450.932895871807,101.14772982294,39.2048976230326,11,0
2015-08-27 19:00:00,56,186.989935711194,452.221479239005,100.494975161219,37.1004012804495,10,0
2015-05-20 06:00:00,92,201.06520729291,416.680188892852,116.649338956481,40.7060078004903,2,1
2015-10-13 21:00:00,54,175.901551774023,497.193875982529,89.4745013179931,44.1956255860199,10,0
2015-10-20 21:00:00,39,175.089128496873,488.107494025165,101.618404746627,26.6558876533732,0,0
2015-08-23 04:00:00,16,169.450311482781,462.873069057097,110.483977060088,36.0277744732421,3,0
2015-10-02 06:00:00,23,169.062815369175,477.347082952638,116.831939254322,41.2180706826702,17,1
2015-08-25 13:00:00,12,160.059065085683,532.888873680748,109.80089489702,40.9681034841696,9,0
2015-07-16 05:00:00,43,141.047104050787,395.250145969834,91.130760132142,43.8590360540741,14,0
2015-01-28 06:00:00,63,198.377051116648,327.115406462691,87.5989817275223,46.0704336992875,14,1
2015-06-22 10:00:00,66,162.517486979059,456.965486302658,93.2165313077856,45.4153465639826,6,0
2015-05-19 06:00:00,66,203.056004725398,421.154439062837,95.6233458662311,33.7333244819952,6,1
2015-05-10 17:00:00,92,151.153131363304,454.50351429297,97.8769994266531,38.4874114531982,2,0
2015-07-21 06:00:00,45,209.845702414416,529.742342423873,114.216898934709,47.1679472888311,14,1
2015-07-12 20:00:00,37,169.032664029958,380.72805532623,114.161521722751,52.0325489369197,16,0
2015-10-09 02:00:00,6,180.101516809373,510.070747244748,84.8191721096481,42.8246220272415,7,0
2015-06-28 18:00:00,56,180.035122763663,372.56808916908,112.165189478088,42.6210289887036,10,0
2015-04-06 13:00:00,27,166.722401420037,446.660800393733,101.249400928642,40.4552652200209,9,0
2015-05-29 01:00:00,36,157.725228519071,473.280871977317,92.0478027339636,37.1023688995618,5,0
2015-11-19 20:00:00,19,137.463845560835,419.322300964253,125.279332481531,43.0183676017171,17,0
2015-08-04 13:00:00,74,196.543088800858,452.745974330383,115.595802941772,48.1924559586495,4,0
2015-09-25 12:00:00,36,158.630497095025,479.993478588327,96.775508223677,33.5998484118693,5,0
2015-04-26 19:00:00,51,160.496198196687,544.637995518427,102.456077333628,44.8884899648122,19,0
2015-03-05 03:00:00,63,191.698220523469,490.694829763541,117.388268453548,40.1607531344051,14,0
2015-06-14 15:00:00,26,148.545588157435,491.018900257084,82.2517445793232,40.8686976643191,3,0
2015-09-05 08:00:00,90,149.660058718464,510.093719197611,100.096639190418,44.7842169495244,2,0
2016-01-01 05:00:00,7,152.655158953759,386.996312147721,93.7771560539933,36.513824584727,20,0
2015-11-23 11:00:00,14,160.239372121693,488.940081287166,89.9051315766448,38.777669953945,1,0
2015-01-05 10:00:00,56,172.329411247775,408.245626173798,100.905210333359,26.4683029778842,10,0
2015-02-20 01:00:00,42,173.789354111425,434.400154036395,95.5196755871143,32.9092986171241,7,0
2015-02-28 11:00:00,69,149.511816307554,420.095490961322,103.06022476254,46.4207611896784,19,0
2015-02-12 00:00:00,92,174.205095546956,520.309688017096,86.590924881099,31.5138372141923,2,0
2015-04-10 10:00:00,53,173.079369971918,367.651522009042,120.876103832954,40.0360115553286,5,0
2015-07-04 23:00:00,44,163.486797851433,371.025128738538,86.6433039970463,52.4306146161314,7,0
2015-08-14 06:00:00,65,182.774717178703,329.728154377527,106.283864376496,38.0297975149143,15,1
2015-05-19 06:00:00,10,181.587722824712,372.441008908118,92.3164965318943,47.4079100658409,10,1
2015-12-15 14:00:00,21,166.120608886392,395.679268916244,102.883141885747,31.7909600436819,14,0
2015-02-27 11:00:00,2,173.979887060017,333.557614273449,100.644770857212,31.9287677784322,7,0
2015-10-08 03:00:00,68,182.792170954875,449.336120646163,110.019852046866,38.7567780992019,10,0
2015-09-12 07:00:00,98,160.073410443881,493.765756448274,97.6044384752292,35.0106548791902,20,0
2015-03-12 06:00:00,71,158.724284942291,374.150800171694,116.625250949137,35.5365290332956,18,1
2015-10-17 01:00:00,94,186.6030053199,513.873719990379,107.207310922458,37.0439147465487,18,0
2015-11-14 22:00:00,5,180.642476734391,344.935840026396,106.755208274524,38.8908235591719,2,0
2015-05-30 03:00:00,63,179.968741665036,395.014527279739,88.8670214586294,47.2574076192331,14,0
2015-03-03 23:00:00,70,188.405778219131,434.437139428532,113.67929940482,49.3960799543325,9,0
2015-02-11 08:00:00,56,160.186801938287,384.09570694414,114.503986869345,33.8974237953437,10,0
2015-08-19 06:00:00,26,170.745454840428,331.927452046704,112.444140842539,35.9678030842698,3,1
2015-11-06 19:00:00,11,189.731141000747,506.746819295885,97.8114170578635,47.2912114400988,6,0
2015-10-29 20:00:00,48,166.890039795411,469.023028318775,105.095536894889,37.5803852082146,10,0
2015-12-25 11:00:00,46,161.459537888968,442.789554392294,114.530208787463,42.159318099581,10,0
2015-05-05 14:00:00,7,182.293464910877,432.239464079959,92.5868213759911,33.1886535227303,20,0
2015-12-30 03:00:00,82,175.357336250526,397.170135962008,115.927594349897,39.8001408766883,11,0
2015-09-14 13:00:00,44,171.643191847506,422.085303811753,101.336646183679,44.2504974306851,7,0
2015-10-03 02:00:00,25,170.350817790436,436.663758439013,87.91265855086,30.9782303112283,16,0
2015-10-02 07:00:00,46,183.409410455658,445.145330540865,79.9826821865337,40.3754536272362,10,0
2015-01-20 06:00:00,69,190.207605412189,444.775495112554,143.877951985893,37.5635879338481,19,1
2015-06-28 12:00:00,30,170.782789312604,473.551281413081,93.9316494970982,34.2077468929359,20,0
2015-01-31 19:00:00,13,167.365289027093,455.561628423604,108.314725153577,40.6081432752909,15,0
2015-08-28 20:00:00,62,169.117449393448,437.423592240349,95.993702755564,41.2670789886013,20,0
2015-12-24 14:00:00,25,150.993278212845,434.338057465481,93.6868931268762,40.1057256442098,16,0
2015-12-16 09:00:00,2,163.612215365339,387.325229903057,98.7628477062978,40.9940771175143,7,0
2015-02-17 11:00:00,54,181.068979959397,510.205888168403,102.128570694484,34.6390615100029,10,0
2015-09-13 13:00:00,91,191.534532259349,434.287800141718,103.145047512993,40.4173804352548,17,0
2015-08-11 00:00:00,35,198.532967498622,394.666156853137,87.606903007029,48.5090214138824,17,0
2015-06-15 05:00:00,62,187.327805140776,481.994148746458,96.1496242460371,41.0865494080522,20,0
2015-04-23 20:00:00,57,162.510799118334,507.600840878066,96.8538963881325,39.0559663851062,10,0
2015-05-10 17:00:00,63,155.619609476011,466.208303471025,114.281639074737,39.5153777777103,14,0
2015-10-29 06:00:00,63,165.061189166844,446.126894516332,114.787297334333,47.869000312279,14,0
2015-01-25 14:00:00,60,183.826454253201,442.845708885441,111.240708911653,39.5765196062501,3,0
2015-05-20 16:00:00,58,155.919637902117,438.124503950066,99.5117843987368,47.7100712273873,5,0
2015-01-23 14:00:00,90,171.081685323871,512.770349843803,96.7988692818819,42.1037745542806,2,0
2015-10-15 12:00:00,27,153.308804284433,403.93277323748,98.5137051033131,33.9190031742837,9,0
2015-11-01 01:00:00,19,201.799958418777,396.123847253961,90.8489200389703,43.9995175629514,17,0
2015-01-11 05:00:00,78,160.361118979668,403.06353960207,109.331760691342,44.2867084354535,19,0
2015-09-04 04:00:00,25,168.510540854463,568.670490292835,92.8822176070124,40.1001052281478,16,0
2015-02-28 23:00:00,89,163.216511189279,448.715233442119,103.338911732187,51.8660101184283,17,0
2015-01-31 21:00:00,42,185.509571216181,456.515638896159,86.1078102600927,46.1367104840356,7,0
2015-07-20 04:00:00,73,166.501632027822,384.691178697526,81.1384137383274,43.8122590533392,20,0
2015-12-13 06:00:00,38,188.088399900174,500.512638881547,94.7199203028049,44.8787498702035,15,1
2015-09-18 23:00:00,67,176.675753781395,552.330649783497,88.6364560365642,41.9456512050822,14,0
2015-01-07 05:00:00,57,161.493883937878,390.428156185469,91.7627119636143,37.0248270237996,10,0
2015-12-09 06:00:00,66,174.135788795919,433.119409487405,107.95314613796,36.2758213333401,6,0
2015-04-19 09:00:00,57,163.707786140566,458.224487602772,92.770983214649,31.7274056545718,10,0
2015-01-03 15:00:00,90,164.694437161079,476.907288029429,96.5199864674211,30.9453472038072,2,0
2015-09-05 12:00:00,80,152.65513460027,492.59409666073,104.636829953021,44.8710244345649,6,0
2015-11-30 06:00:00,40,179.454829491474,526.764283107779,113.730695524086,40.8976940044648,4,1
2015-10-08 10:00:00,6,168.874100879561,469.53122153612,85.3165558871545,38.2295032096149,7,0
2015-08-02 06:00:00,38,174.143639571388,519.353939504443,104.080072824009,47.0354193961084,15,0
2015-01-30 01:00:00,32,185.685774944481,417.541151101121,85.4606217333934,34.8842316053134,15,0
2015-12-11 00:00:00,5,156.400535216204,445.023991125237,100.159243230453,38.8440534035521,2,0
2015-04-19 06:00:00,33,197.993500109122,465.28469044621,96.3955689849665,41.6531035786897,14,0
2015-09-25 17:00:00,79,179.674733348164,430.522959333534,101.867424583014,42.3612851436775,14,0
